,timestamp,attention,meditation,theta,delta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,poor_signal,blink_strength,IBI,BPM,CVNN,SDNN,RMSSD,SDNN_over_RMSSD,pNN10,pNN20,pNN30,pNN40,pNN50,LF,HF,LF_over_HF,stimu_num
108,2023-09-19_14:17:14.724913,60,61,31819,26359,6535,3577,11133,26122,17601,12952,0,0,696,91,0.104974166,74.83258352,102.8108407,0.727866663,0.8,0.666666667,0.466666667,0.366666667,0.333333333,0.0,0.0,0.0,-99
109,2023-09-19_14:17:15.740651,50,60,210822,362010,41991,37705,29212,11750,9692,10158,0,0,698,94,0.103277087,73.80180666,100.8686411,0.731662545,0.8,0.7,0.433333333,0.366666667,0.333333333,0.0,0.0,0.0,-99
110,2023-09-19_14:17:16.757254,38,56,52361,45956,5361,10843,10203,10953,8102,9815,0,0,724,95,0.103061248,73.56511855,100.9731955,0.728560864,0.8,0.7,0.4,0.333333333,0.3,0.0,0.0,0.0,-99
111,2023-09-19_14:17:17.773637,50,54,15450,14008,5560,1587,2869,23713,9567,6522,0,0,826,94,0.106039547,75.93845461,97.39716062,0.77967832,0.833333333,0.733333333,0.433333333,0.366666667,0.333333333,0.0,0.0,0.0,-99
112,2023-09-19_14:17:18.796780,77,64,10158,2918,8950,5902,23411,25241,5161,2239,0,0,930,90,0.111094194,80.85435465,99.29336541,0.814297655,0.833333333,0.733333333,0.433333333,0.366666667,0.333333333,0.0,0.0,0.0,-99
113,2023-09-19_14:17:19.818945,83,69,25203,3366,15792,11750,17747,21018,6300,12059,0,0,884,84,0.109421353,80.7456638,96.30912873,0.838400937,0.866666667,0.766666667,0.466666667,0.4,0.333333333,0.0,0.0,0.0,0
114,2023-09-19_14:17:20.838572,63,70,257829,266898,14931,41327,11139,17498,17941,7904,0,0,900,75,0.120374248,90.1683364,96.19376996,0.937361499,0.833333333,0.7,0.4,0.366666667,0.3,0.0,0.0,0.0,0
115,2023-09-19_14:17:21.861337,44,66,280600,1330104,82477,29880,35052,26854,48714,12179,0,0,820,74,0.121178743,91.06178611,92.07268493,0.989020644,0.866666667,0.733333333,0.433333333,0.4,0.333333333,0.0,0.0,0.0,0
116,2023-09-19_14:17:22.880719,50,60,22331,9923,10300,3773,30794,62692,7570,3375,0,0,742,74,0.112584946,85.21929881,62.1599716,1.370967467,0.866666667,0.733333333,0.433333333,0.4,0.333333333,0.0,0.0,0.0,0
117,2023-09-19_14:17:23.904747,48,66,19220,9529,5916,29763,4233,18199,14719,11875,0,0,602,81,0.120914795,89.08195976,52.17609441,1.707332846,0.8,0.7,0.4,0.366666667,0.3,0.0,0.0,0.0,0
118,2023-09-19_14:17:24.923861,67,74,4745,8994,15552,905,16560,23540,5540,7666,0,0,602,94,0.130460886,95.14947305,51.91504997,1.832791707,0.766666667,0.666666667,0.4,0.366666667,0.3,0.0,0.0,0.0,0
119,2023-09-19_14:17:25.941180,84,75,10754,3771,7711,8844,10014,20979,6652,4927,0,0,766,96,0.129806823,95.01859467,59.46775423,1.597817101,0.766666667,0.666666667,0.433333333,0.4,0.333333333,0.0,0.0,0.0,0
120,2023-09-19_14:17:26.961204,66,83,39117,373725,14688,4515,11863,8345,16193,9655,0,0,892,98,0.131273838,97.59772311,60.90693862,1.602407301,0.766666667,0.666666667,0.4,0.366666667,0.3,0.0,0.0,0.0,0
121,2023-09-19_14:17:27.979396,64,84,17039,7356,31907,5327,6764,11715,12410,2284,0,0,762,98,0.131231481,97.65371928,64.68597887,1.509658213,0.766666667,0.666666667,0.4,0.366666667,0.333333333,0.0,0.0,0.0,0
122,2023-09-19_14:17:28.998927,57,90,9553,13654,7899,14789,6538,15790,8869,3075,0,0,530,107,0.150519371,109.1767171,77.25640248,1.413173712,0.733333333,0.633333333,0.4,0.366666667,0.333333333,0.0,0.0,0.0,0
123,2023-09-19_14:17:30.017654,50,100,13239,223077,36809,15475,14455,12848,7125,3665,0,0,694,101,0.150976757,108.3912461,81.81476134,1.324837282,0.666666667,0.566666667,0.4,0.4,0.366666667,0.0,0.0,0.0,0
124,2023-09-19_14:17:31.034536,53,96,18436,6883,3839,4161,8030,6759,5668,2006,0,0,526,118,0.166753074,118.1501117,87.54112334,1.349652679,0.666666667,0.566666667,0.4,0.4,0.366666667,0.0,0.0,0.0,0
125,2023-09-19_14:17:32.050974,64,80,20332,14001,4135,3663,5964,30926,17364,4732,0,0,526,143,0.181141554,126.5213377,87.32262811,1.448895211,0.6,0.566666667,0.4,0.4,0.366666667,0.0,0.0,0.0,0
126,2023-09-19_14:17:33.076419,50,77,31347,129476,5587,12072,6450,2990,980,1070,0,0,526,157,0.200445162,136.7303266,86.97918895,1.571988981,0.5,0.466666667,0.4,0.4,0.366666667,0.0,0.0,0.0,0
127,2023-09-19_14:17:34.094915,50,70,12758,1381,16891,11062,13713,6731,5624,3749,0,0,526,158,0.202483602,132.0328074,82.22341306,1.605781157,0.4,0.366666667,0.333333333,0.333333333,0.3,0.0,0.0,0.0,0
128,2023-09-19_14:17:35.107467,48,74,29843,9118,9259,3716,8509,8850,10483,4300,0,0,538,157,0.18760331,117.9024267,82.19992449,1.434337409,0.366666667,0.333333333,0.3,0.3,0.3,0.0,0.0,0.0,0
129,2023-09-19_14:17:36.129504,34,91,8681,9690,12293,10729,7410,4219,6627,2697,0,0,590,150,0.163769097,99.97557479,80.12232028,1.247786815,0.366666667,0.333333333,0.3,0.3,0.3,0.0,0.0,0.0,0
130,2023-09-19_14:17:37.145761,43,96,7284,10521,5443,7456,2825,5158,6253,1868,0,0,546,146,0.162929614,98.09448959,76.22652267,1.286881339,0.333333333,0.3,0.266666667,0.266666667,0.233333333,0.0,0.0,0.0,0
131,2023-09-19_14:17:38.160658,44,90,15289,8251,3423,6943,11877,4959,6282,818,0,0,844,123,0.176248702,107.4059589,90.84962946,1.182238822,0.4,0.366666667,0.333333333,0.3,0.266666667,0.0,0.0,0.0,0
132,2023-09-19_14:17:39.179755,41,91,45862,18386,13294,10135,15678,9522,7000,3332,0,0,778,116,0.181332102,111.5675978,91.67258079,1.217022548,0.433333333,0.4,0.366666667,0.333333333,0.3,0.0,0.0,0.0,0
133,2023-09-19_14:17:40.201132,44,83,16112,14426,8695,6349,8872,6905,4721,2420,0,0,758,106,0.184420706,114.4269005,86.5459814,1.322151516,0.466666667,0.433333333,0.366666667,0.333333333,0.3,0.0,0.0,0.0,0
134,2023-09-19_14:17:41.221125,50,75,13835,10441,12355,2494,18381,15516,6191,3978,0,0,792,94,0.186080706,115.6181454,84.54013534,1.367612495,0.433333333,0.4,0.366666667,0.3,0.266666667,0.0,0.0,0.0,0
135,2023-09-19_14:17:42.239325,56,81,9049,5803,9932,9131,6790,13960,6226,1860,0,0,858,90,0.182358272,113.0986001,81.94194749,1.380228363,0.433333333,0.4,0.366666667,0.3,0.266666667,0.0,0.0,0.0,0
136,2023-09-19_14:17:43.254976,51,84,19674,8371,5093,8503,4562,2845,4527,2795,0,0,834,84,0.187577923,116.7860151,69.84514892,1.67207053,0.433333333,0.4,0.333333333,0.266666667,0.233333333,0.0,0.0,0.0,0
137,2023-09-19_14:17:44.273099,53,90,6552,9637,10361,5396,7322,5047,5688,1884,0,0,810,81,0.190135028,120.1526622,69.98719095,1.71678075,0.433333333,0.4,0.3,0.233333333,0.2,0.0,0.0,0.0,0
138,2023-09-19_14:17:45.291919,50,91,23309,4111,8094,9026,3952,13108,2905,2407,0,0,726,75,0.188675137,120.7520876,64.39318876,1.87523075,0.466666667,0.4,0.3,0.233333333,0.2,0.0,0.0,0.0,0
139,2023-09-19_14:17:46.313135,40,96,17442,12373,20025,17462,6029,7054,4218,1287,0,0,500,81,0.1946568,122.6208066,71.25573177,1.720855342,0.533333333,0.466666667,0.366666667,0.3,0.266666667,0.0,0.0,0.0,0
140,2023-09-19_14:17:47.332754,41,97,20777,7604,9442,9176,5122,4445,4821,3720,0,0,500,84,0.199172189,124.177221,64.06354604,1.938344483,0.533333333,0.466666667,0.366666667,0.3,0.266666667,0.0,0.0,0.0,0
141,2023-09-19_14:17:48.349524,47,93,10371,2393,10780,1986,8629,9283,3801,1423,0,0,836,83,0.202683801,128.4609928,89.42652542,1.436497641,0.533333333,0.466666667,0.366666667,0.3,0.266666667,0.0,0.0,0.0,0
142,2023-09-19_14:17:49.366153,41,100,11769,9478,3120,23822,7072,6412,7063,4064,0,0,832,83,0.206551103,135.3322824,89.72986279,1.508218983,0.6,0.533333333,0.4,0.3,0.266666667,0.0,0.0,0.0,0
143,2023-09-19_14:17:50.376427,43,100,13600,5752,4401,34535,3313,8004,3663,1201,0,0,770,83,0.202995173,134.6534647,90.46546302,1.488451617,0.633333333,0.566666667,0.433333333,0.333333333,0.3,0.0,0.0,0.0,0
144,2023-09-19_14:17:51.401376,43,100,30505,5000,29614,2865,9469,7948,3126,1310,0,0,786,84,0.199256638,133.9004605,90.51423969,1.479330335,0.666666667,0.566666667,0.433333333,0.333333333,0.3,0.0,0.0,0.0,0
145,2023-09-19_14:17:52.419466,37,100,10296,4130,2593,40274,12146,7578,6284,1449,0,0,806,83,0.195432799,133.1548806,90.59040065,1.469856405,0.7,0.6,0.433333333,0.333333333,0.3,0.0,0.0,0.0,0
146,2023-09-19_14:17:53.444120,35,100,9804,11253,4024,16173,3683,4078,2912,1613,0,0,854,79,0.186632931,130.8421271,91.41493125,1.4312993,0.766666667,0.633333333,0.466666667,0.366666667,0.333333333,0.0,0.0,0.0,0
147,2023-09-19_14:17:54.460464,34,100,4394,5679,28962,18121,5287,6844,4415,3546,0,0,796,76,0.179898351,127.7398224,92.04721427,1.387764132,0.8,0.666666667,0.5,0.4,0.366666667,0.0,0.0,0.0,0
148,2023-09-19_14:17:55.485402,34,100,30369,14689,37081,10270,3321,9561,5342,1821,0,0,740,74,0.171716054,123.1547536,92.60595051,1.329879483,0.833333333,0.7,0.533333333,0.433333333,0.4,0.0,0.0,0.0,0
149,2023-09-19_14:17:56.505508,41,100,3286,8006,17608,1317,6684,8755,3481,1692,0,0,820,74,0.157544224,116.0260699,93.77669735,1.237259076,0.866666667,0.733333333,0.566666667,0.466666667,0.433333333,0.0,0.0,0.0,0
150,2023-09-19_14:17:57.525134,48,100,16045,12938,856,13894,4002,11448,4067,2110,0,0,814,74,0.152622765,113.5411624,93.78331592,1.210675495,0.833333333,0.7,0.533333333,0.433333333,0.4,0.0,0.0,0.0,0
151,2023-09-19_14:17:58.548539,50,93,7008,10001,11579,5490,8860,4331,3502,4377,0,0,776,74,0.146625946,109.9890096,93.69282164,1.173932086,0.866666667,0.733333333,0.566666667,0.433333333,0.4,0.0,0.0,0.0,0
152,2023-09-19_14:17:59.566488,56,88,27353,107365,14093,18882,12387,15809,16688,4566,0,0,762,76,0.126179508,96.2076689,95.23763382,1.010185418,0.9,0.766666667,0.6,0.466666667,0.466666667,0.0,0.0,0.0,0
153,2023-09-19_14:18:00.581366,54,84,31230,19368,33810,3792,3294,23696,9421,4024,0,0,766,76,0.117144311,90.04492706,81.65444431,1.102755984,0.866666667,0.733333333,0.566666667,0.466666667,0.466666667,0.0,0.0,0.0,0
154,2023-09-19_14:18:01.603028,48,94,5885,7456,17011,11054,8186,5226,3960,3064,0,0,786,77,0.1161076,89.02356742,80.81481599,1.101574833,0.866666667,0.733333333,0.533333333,0.433333333,0.433333333,0.0,0.0,0.0,0
155,2023-09-19_14:18:02.624435,40,75,202734,345960,18476,3971,15328,14900,13964,8123,0,0,670,78,0.118790207,90.66068608,82.36839032,1.100673277,0.866666667,0.733333333,0.533333333,0.433333333,0.433333333,0.0,0.0,0.0,0
156,2023-09-19_14:18:03.641287,41,78,4024,7018,9386,2980,3240,6061,1414,3285,0,0,740,79,0.118986601,90.61226309,83.3869253,1.08664833,0.866666667,0.733333333,0.533333333,0.466666667,0.466666667,0.0,0.0,0.0,0
157,2023-09-19_14:18:04.657929,38,69,26297,3950,8292,5538,12277,7781,2975,1940,0,0,774,79,0.118890859,90.46801768,82.72263585,1.093630743,0.9,0.766666667,0.566666667,0.466666667,0.466666667,0.0,0.0,0.0,0
158,2023-09-19_14:18:05.669624,38,63,14570,15332,1846,11360,3551,3856,2236,1242,0,0,766,79,0.11599385,87.73001513,82.62420118,1.061795623,0.9,0.733333333,0.533333333,0.433333333,0.433333333,0.0,0.0,0.0,0
159,2023-09-19_14:18:06.686344,29,81,86662,82882,57600,10299,14154,3031,3514,2157,0,0,814,78,0.116085057,87.81447615,82.08070041,1.069855346,0.9,0.733333333,0.566666667,0.466666667,0.433333333,0.0,0.0,0.0,0
160,2023-09-19_14:18:07.704893,13,60,58425,172135,1685,3521,4030,2655,2198,984,0,0,814,78,0.116419897,88.35494075,82.03951949,1.076980232,0.866666667,0.7,0.533333333,0.433333333,0.4,0.0,0.0,0.0,0
161,2023-09-19_14:18:08.719298,14,64,14766,33004,11246,15236,23899,10124,2709,4602,0,0,824,77,0.116618958,88.88696942,77.83359792,1.142012856,0.866666667,0.7,0.533333333,0.433333333,0.4,0.0,0.0,0.0,0
162,2023-09-19_14:18:09.737097,7,57,165760,290547,28714,24179,15097,9869,8583,1100,0,0,778,77,0.084745925,65.9210302,76.65507159,0.859969586,0.833333333,0.666666667,0.5,0.4,0.333333333,0.0,0.0,0.0,0
163,2023-09-19_14:18:10.767787,40,63,13488,1490,4917,4725,8693,6829,5202,1349,0,0,812,76,0.05234589,41.26251999,44.97662228,0.917421494,0.866666667,0.7,0.533333333,0.4,0.333333333,0.0,0.0,0.0,0
164,2023-09-19_14:18:11.790175,47,60,3762,22926,3997,6823,16910,8406,9305,4053,0,0,812,75,0.051501754,40.55591476,44.71673296,0.90695165,0.833333333,0.666666667,0.5,0.366666667,0.3,0.0,0.0,0.0,0
165,2023-09-19_14:18:12.810124,67,60,55562,1471491,10699,27296,20954,71423,22084,20625,0,0,718,76,0.050003496,39.02272842,44.59163367,0.875113227,0.833333333,0.666666667,0.533333333,0.433333333,0.3,0.0,0.0,0.0,0
166,2023-09-19_14:18:13.827830,50,56,71754,74644,15293,4428,1169,2005,2195,1650,0,0,724,76,0.051722073,40.28459866,44.50648926,0.905139887,0.8,0.633333333,0.5,0.4,0.266666667,0.0,0.0,0.0,0
167,2023-09-19_14:18:14.855735,41,57,36741,265354,3521,19078,10846,6765,7634,3196,0,0,702,78,0.055716403,43.09106636,44.47703786,0.968838494,0.766666667,0.633333333,0.5,0.4,0.266666667,0.0,0.0,0.0,0
168,2023-09-19_14:18:15.875967,40,64,14585,17046,22547,11940,14177,20122,16401,18142,0,0,648,80,0.063058333,48.47083889,44.017238,1.101178563,0.766666667,0.666666667,0.533333333,0.433333333,0.3,0.0,0.0,0.0,0
169,2023-09-19_14:18:16.892881,34,69,8432,331671,4301,2550,4604,5056,4859,696,0,0,662,83,0.069366344,52.55194256,41.43461821,1.268310047,0.7,0.6,0.466666667,0.366666667,0.233333333,0.0,0.0,0.0,0
170,2023-09-19_14:18:17.909388,56,78,5453,22069,10087,3491,7194,10635,4218,2926,0,0,634,85,0.075579999,56.99235816,37.93642595,1.502312269,0.7,0.6,0.433333333,0.333333333,0.2,0.0,0.0,0.0,0
171,2023-09-19_14:18:18.920225,64,81,7696,6568,14730,6756,17333,10409,7664,2954,0,0,742,86,0.073303443,55.05088555,42.83247237,1.285260516,0.7,0.6,0.433333333,0.333333333,0.2,0.0,0.0,0.0,0
172,2023-09-19_14:18:19.931479,54,88,8706,6211,41323,15871,13371,6906,4826,3479,0,0,768,84,0.072896477,54.67235743,47.41016914,1.153177861,0.733333333,0.666666667,0.5,0.4,0.266666667,0.0,0.0,0.0,0
173,2023-09-19_14:18:20.957632,53,87,12678,10877,8912,976,12407,6827,3289,1269,0,0,740,84,0.072760777,54.4832696,45.5586019,1.19589424,0.733333333,0.666666667,0.466666667,0.4,0.266666667,0.0,0.0,0.0,0
174,2023-09-19_14:18:21.979936,35,93,46522,3108,66844,7003,12288,6068,12820,7518,0,0,834,83,0.074046681,55.77689685,47.41016914,1.176475382,0.733333333,0.666666667,0.466666667,0.4,0.266666667,0.0,0.0,0.0,0
175,2023-09-19_14:18:22.992434,34,97,5649,3619,24836,3806,10170,9727,13950,5389,0,0,840,81,0.076602017,57.90091153,47.41744187,1.221088892,0.7,0.633333333,0.433333333,0.366666667,0.233333333,0.0,0.0,0.0,0
176,2023-09-19_14:18:24.010046,35,91,26958,2777,26577,14153,7459,7761,3035,1154,0,0,784,77,0.080119181,60.80511674,49.23693595,1.234949242,0.733333333,0.666666667,0.466666667,0.4,0.266666667,0.0,0.0,0.0,0
177,2023-09-19_14:18:25.026051,26,97,31337,4044,25237,2598,8794,5471,6634,2413,0,0,824,76,0.08135641,61.91765141,46.90562792,1.320047383,0.733333333,0.666666667,0.5,0.433333333,0.266666667,0.0,0.0,0.0,0
178,2023-09-19_14:18:26.036520,29,94,27594,8457,14081,28417,12863,5495,2461,2135,0,0,812,74,0.078582255,60.17829066,45.12358509,1.333632745,0.733333333,0.633333333,0.466666667,0.4,0.233333333,0.0,0.0,0.0,0
179,2023-09-19_14:18:27.056860,21,91,49658,3418,27559,22196,20919,9129,5546,2401,0,0,774,74,0.078235783,60.00162961,45.23349385,1.326486736,0.733333333,0.633333333,0.466666667,0.366666667,0.2,0.0,0.0,0.0,0
180,2023-09-19_14:18:28.087201,24,91,27634,2204,28515,14430,4349,12612,3996,1526,0,0,738,74,0.079604699,61.05680415,48.8149214,1.250781572,0.733333333,0.666666667,0.5,0.433333333,0.266666667,0.0,0.0,0.0,0
181,2023-09-19_14:18:29.104522,35,87,9723,9221,4559,5825,14020,6922,6162,2566,0,0,710,75,0.080912603,61.90892953,48.27507389,1.282420192,0.733333333,0.666666667,0.5,0.433333333,0.266666667,0.0,0.0,0.0,0
182,2023-09-19_14:18:30.121143,41,93,8140,13438,34143,8456,7128,8286,2394,2058,0,0,630,78,0.086392507,65.3012166,51.08613416,1.278257157,0.766666667,0.666666667,0.5,0.433333333,0.3,0.0,0.0,0.0,0
183,2023-09-19_14:18:31.143714,35,97,19732,4646,23356,17337,11659,2260,7599,1795,0,0,952,77,0.096436662,73.30472169,78.18016328,0.937638381,0.766666667,0.7,0.533333333,0.466666667,0.333333333,0.0,0.0,0.0,0
184,2023-09-19_14:18:32.153645,34,100,17239,4285,26640,16506,4078,8307,3668,3046,0,0,800,77,0.096717709,73.58928062,83.11935747,0.885344676,0.766666667,0.7,0.533333333,0.466666667,0.366666667,0.0,0.0,0.0,0
185,2023-09-19_14:18:33.172348,21,100,13529,7582,63569,7394,13123,5940,2710,851,0,0,772,77,0.096692271,73.55058728,83.04215797,0.885701782,0.8,0.733333333,0.533333333,0.466666667,0.366666667,0.0,0.0,0.0,0
186,2023-09-19_14:18:34.196751,10,100,52028,14735,51321,12365,8314,3869,2508,2265,0,0,812,77,0.096309938,73.20197326,82.73097239,0.884819447,0.833333333,0.733333333,0.5,0.466666667,0.366666667,0.0,0.0,0.0,0
187,2023-09-19_14:18:35.213623,17,100,43347,8688,29448,6179,10939,9838,2545,682,0,0,826,77,0.09729646,74.15287512,82.32986637,0.900680135,0.833333333,0.7,0.466666667,0.433333333,0.366666667,0.0,0.0,0.0,0
188,2023-09-19_14:18:36.224170,14,94,13201,106695,3303,3355,2596,1745,734,552,0,0,820,76,0.097173294,74.3893959,82.32986637,0.903552978,0.8,0.666666667,0.433333333,0.4,0.366666667,0.0,0.0,0.0,0
189,2023-09-19_14:18:37.239462,17,84,69764,11263,76704,2424,10492,20118,4638,4929,0,0,718,76,0.096955787,74.26166949,83.55052157,0.88882353,0.866666667,0.733333333,0.466666667,0.433333333,0.4,0.0,0.0,0.0,0
190,2023-09-19_14:18:38.257328,21,75,114878,348747,35943,12406,5157,8174,3054,1318,0,0,818,74,0.095935218,73.85093094,84.99979716,0.868836555,0.866666667,0.733333333,0.5,0.466666667,0.433333333,0.0,0.0,0.0,0
191,2023-09-19_14:18:39.268192,21,80,55080,3238,58548,8522,13726,14515,4471,3024,0,0,842,75,0.091919464,71.35401569,85.103588,0.83843722,0.866666667,0.733333333,0.466666667,0.433333333,0.4,0.0,0.0,0.0,0
192,2023-09-19_14:18:40.282270,17,93,20904,6956,64322,7647,9603,5469,2794,1467,0,0,858,75,0.088359206,69.18525855,85.14814676,0.812528061,0.9,0.733333333,0.466666667,0.433333333,0.4,0.0,0.0,0.0,0
193,2023-09-19_14:18:41.304129,21,100,7678,10353,19716,18250,6459,9134,4033,3873,0,0,782,74,0.074419703,58.99001799,83.29589964,0.708198342,0.933333333,0.766666667,0.5,0.466666667,0.433333333,0.0,0.0,0.0,0
194,2023-09-19_14:18:42.321322,29,100,25849,248995,14303,28398,5883,12384,4380,2624,0,0,760,75,0.07382336,58.56161048,81.54880071,0.718117372,0.933333333,0.766666667,0.466666667,0.433333333,0.4,0.0,0.0,0.0,0
195,2023-09-19_14:18:43.335987,34,100,37097,3788,11823,9268,7705,9315,6359,962,0,0,798,75,0.073272948,58.03217498,80.87367757,0.717565674,0.933333333,0.766666667,0.466666667,0.4,0.366666667,0.0,0.0,0.0,0
196,2023-09-19_14:18:44.359128,37,83,57385,16743,12150,12092,11585,7153,4546,1461,0,0,760,76,0.074298767,58.78023099,80.36039512,0.731457715,0.933333333,0.766666667,0.5,0.4,0.366666667,0.0,0.0,0.0,0
197,2023-09-19_14:18:45.384851,34,83,13436,6761,22123,13819,3228,5648,2253,2649,0,0,756,75,0.074253361,58.55125011,80.35610399,0.728647199,0.9,0.733333333,0.466666667,0.366666667,0.333333333,0.0,0.0,0.0,0
198,2023-09-19_14:18:46.404108,38,81,9269,5312,15107,4197,6059,8465,2822,1797,0,0,806,76,0.073493984,57.86916277,80.80542829,0.716154397,0.933333333,0.766666667,0.5,0.4,0.366666667,0.0,0.0,0.0,0
199,2023-09-19_14:18:47.424840,37,94,14804,3334,24241,8954,4223,5417,2419,1374,0,0,818,76,0.07199714,56.58975172,79.59466279,0.7109742,0.933333333,0.733333333,0.5,0.4,0.366666667,0.0,0.0,0.0,0
200,2023-09-19_14:18:48.446832,35,100,20107,3055,48248,9201,9970,6094,5964,1052,0,0,736,77,0.072697271,56.88803819,79.97930767,0.711284454,0.933333333,0.733333333,0.5,0.366666667,0.366666667,0.0,0.0,0.0,0
201,2023-09-19_14:18:49.463779,29,100,46561,6585,117359,11186,12474,9253,3930,2137,0,0,798,77,0.072502155,56.70151869,80.49502019,0.704410267,0.933333333,0.766666667,0.533333333,0.4,0.4,0.0,0.0,0.0,0
202,2023-09-19_14:18:50.474533,30,100,7654,1839,6271,9228,3062,9456,4350,750,0,0,788,77,0.072445244,56.69081838,79.93531868,0.709208637,0.933333333,0.733333333,0.5,0.4,0.4,0.0,0.0,0.0,0
203,2023-09-19_14:18:51.501025,29,100,17244,7410,33277,15605,10773,6693,3112,1118,0,0,750,77,0.071536565,55.9463632,78.65595096,0.711279471,0.933333333,0.7,0.466666667,0.366666667,0.366666667,0.0,0.0,0.0,0
204,2023-09-19_14:18:52.519094,37,100,17675,7922,22514,7177,7015,7916,4578,2100,0,0,794,76,0.069245786,54.34870948,79.05737768,0.687459047,0.933333333,0.7,0.5,0.4,0.366666667,0.0,0.0,0.0,0
205,2023-09-19_14:18:53.541932,48,100,4538,4786,24402,4723,5975,9342,3486,914,0,0,768,76,0.067527208,53.10789855,77.4213728,0.685959143,0.933333333,0.733333333,0.5,0.4,0.366666667,0.0,0.0,0.0,0
206,2023-09-19_14:18:54.562469,38,100,40817,184475,45163,6906,3428,10140,3208,1456,0,0,750,77,0.043187684,33.86778213,40.36557085,0.839026463,0.9,0.666666667,0.433333333,0.333333333,0.3,0.0,0.0,0.0,0
207,2023-09-19_14:18:55.589543,25,35,0,0,0,0,0,0,0,0,0,0,661,66,0.05869051209052362,45.43343242128368,42.502087512000585,,0.4581863062788175,0.37811622126682964,0.2978976891748231,0.23446316911849246,0.18347144432982576,6.85062718970164,48.00933913847017,0.1466514506040293,0
208,2023-09-19_14:18:56.607409,20,31,0,0,0,0,0,0,0,0,0,0,637,59,0.04859919768550961,38.91978297754284,35.234878639260536,,0.39934071882661404,0.3274820739596693,0.25730666634627797,0.20111292398666944,0.15622036403290657,0.0,37.176961346434574,0.0005682249176455212,0
209,2023-09-19_14:18:57.623118,80,92,226652,646799,116756,110041,52164,61837,47407,112716,0,0,955,146,0.18437438914934282,126.5587133346013,133.0126939468174,,1.1910880158045816,1.0087472460983715,0.8034450260351009,0.6498290908211084,0.5228743494713237,254.3385524925515,182.92290778047266,1.9660681728102687,0
210,2023-09-19_14:18:58.640789,36,46,19241,29979,10183,5458,6094,6140,2317,0,0,0,719,82,0.0835945719829817,61.50827751626941,60.43661989836614,,0.6034096117372625,0.5030747535779946,0.3980710881044959,0.31676726438861963,0.2507235889574332,55.8899650796198,74.74224770551952,0.507165973862719,0
